,names,countries,min_order,delivery_fee,amount_of_rankers,delivery_time_MAX,ranking
16124, Sweet Land Bakery ,Australia,,,3,,4.56
16125, The Greek Shop - Moorooka ,Australia,,,8,,5.5
16126, The Charcoal Hub - Brisbane ,Australia,,,4,,5
16127, Wrapture ,Australia,,,9,,5.44
16128, Worthy Pie Co ,Australia,,,11,,4.94
16129, Asian & Dumplings Makka Pakka - Coorparoo ,Australia,,,4,,3.92
16130, Mama Bento - Coorparoo ,Australia,,,4,,5.42
16131, Naked Wings ,Australia,,,6,,4.89
16132, NightOwl - Holland Park ,Australia,,,10,,5.1
16133, Golden Jade Chinese Restaurant ,Australia,,,1,,1
16134, The Burrito Bar - Coorparoo ,Australia,,,3,,5.67
16135, KC's Pizza ,Australia,,,8,,3
16136, A Night In India ,Australia,,,14,,4.86
16137, Guzman y Gomez - GYG - Eagle Street Pier ,Australia,,,2,,1.34
16138, Fresca Mex Tarragindi ,Australia,,,1,,1
16139, Burrito Bar - Portside ,Australia,,,1,,2.67
16140, New York Slice ,Australia,,,3,,5
16141, Valley Burgers - Up Late ,Australia,,,4,,5.17
16142, Lalaland Cafe and Bar ,Australia,,,16,,4.85
16143, Ribs & Burgers - Fortitude Valley ,Australia,,,2,,3.5
16144, D'lish Fish and Chippery ,Australia,,,7,,3.71
16145, Red Rooster - Myer Centre ,Australia,,,2,,3.5
16146, New Farm Fish Cafe ,Australia,,,19,,5.47
16147, Clove ,Australia,,,4,,3.83
16148, Haha Chicken and Meals ,Australia,,,3,,5.56
16149, Narei Sushi ,Australia,,,2,,1.34
16150, Green Lite Cafe ,Australia,,,1,,3.33
16151, MK Cafe New Farm Park ,Australia,,,1,,1
16152, Caffe Etto ,Australia,,,2,,4.5
16153, Roll'd - 144 Edward Street (QLD) ,Australia,,,1,,1
16154, Bare Naked Bowls - Toowong ,Australia,,,3,,3.44
16155, Mama Crepe ,Australia,,,1,,6
16156, DannyBoys - Coorparoo ,Australia,,,5,,5.73
16157, Roti Place - Brisbane CBD ,Australia,,,5,,3.8
16158, Yuzu & Co Japanese Restaurant ,Australia,,,5,,2.53
16159, Panko Haus ,Australia,,,4,,4.25
16160, Chicks & Chips ,Australia,,,2,,1
16161, Burger Time 69 Bulimba ,Australia,,,1,,1
16162, Sophia's Italian ,Australia,,,1,,3
16163, Smokin Burgers n' Ribs - Portside ,Australia,,,81,,4.8
16164, Caspers ,Australia,,,1,,1
16165, Giovanni's Woodfire & Kitchen ,Australia,,,1,,6
16166, The Fishmongers Wife ,Australia,,,39,,4.83
16167, Little Red Dumpling - Brisbane CBD ,Australia,,,8,,2.83
16168, Sushi Lovers ,Australia,,,1,,1
16169, The Anise Club (Formerly Punjabi Flavour) ,Australia,,,532,,4.05
16170, The Rich Pour - Holland Park ,Australia,,,128,,3.57
16171, Espresso Max Café - Lutwyche ,Australia,,,225,,3.62
16172, Tiger Eye Bar and Grill ,Australia,,,166,,4.49
16173, Yuzu Poke Bar ,Australia,,,41,,3.52
16174, Bernard's StakD Burgers - Mt. Gravatt ,Australia,,,123,,4.02
16175, Golden Indian - Coorparoo ,Australia,,,,,
16176, VeganBurgz ,Australia,,,,,
16177, Fab Kebabs ,Australia,,,,,
16178, Pita Pit - CBD ,Australia,,,,,
16179, Crackin' Fish 'n' Chips ,Australia,,,,,
16180, Euro Cafe - Woolloongabba ,Australia,,,,,
16181, Thai Street Kitchen - Brisbane ,Australia,,,,,
16182, Goodtimes Gelateria ,Australia,,,,,
16183, Aqua Poke ,Australia,,,,,
16184, Roti Place - West End ,Australia,,,,,
16185, Valley Shakes - Up Late ,Australia,,,,,
16186, The Rich Pour Espresso Bar ,Australia,,,,,
16187, Subway - South Bank Parklands ,Australia,,,,,
16188, The Milk Bar ,Australia,,,,,
16189, Fast Food Paradise ,Australia,,,,,
16190, Chacs Grill Vietnamese Restaurant and Bar ,Australia,,,,,
16191, Flamingos Steak & Chargrill House ,Australia,,,,,
16192, Zambrero - Mater Hospital ,Australia,,,,,
16193, Kathmandu Newa Chhe'n ,Australia,,,,,
16194, Taiwanese Kitchen Restaurant Brisbane ,Australia,,,,,
16195, San Churro - Charlotte Street ,Australia,,,,,
16196, Baskin Robbins - Bulimba ,Australia,,,,,
16197, The Smoke BBQ ,Australia,,,,,
16198, Hub Cafe Kitchen ,Australia,,,,,
16199, Sunshine Kebabs - Myer Centre ,Australia,,,,,
16200, St. Burger by Shingle Inn - Myer Centre ,Australia,,,,,
16201, Gilhooleys Irish Pub & Restaurant ,Australia,,,,,
16202, Kitchen in Seoul ,Australia,,,,,
16203, Malee Made in Thailand ,Australia,,,,,
16204, Sinbads Kebabs - Toowong ,Australia,,,,,
16205, Tandoori Inn ,Australia,,,,,
16206, Ku-O at the Gabba ,Australia,,,,,
16207, Yum Yum Duck Restaurant ,Australia,,,,,
16208, Teppanyaki King ,Australia,,,,,
16209, Sushi in Haru ,Australia,,,,,
16210, Mrs Fields - Brisbane CBD ,Australia,,,,,
16211, Les Bubbles ,Australia,,,,,
16212, Na'meche Place ,Australia,,,,,
16213, Bitter Suite ,Australia,,,,,
16214, Electric Avenue ,Australia,,,,,
16215, Wilde Kitchen - Teneriffe ,Australia,,,,,
16216, Mocha Monkees ,Australia,,,,,
16217, 420 BURGERS ,Australia,,,,,
16218, Louisiana Redclaw ,Australia,,,,,
16219, Tucker Piccolo ,Australia,,,,,
16220, M.Y. Roasting Cafe ,Australia,,,,,
16221, Burger Project - Showgrounds ,Australia,,,,,
16222, Beerhaus - Showgrounds ,Australia,,,,,
16223, Winghaus - Showgrounds ,Australia,,,,,
16224, Gung Ho! Dumpling ,Australia,,,,,
16225, Lord of the Drinks ,Australia,,,,,
16226, Tqeasy ,Australia,,,,,
16227, LOTD - Brisbane ,Australia,,,,,
16228, Dot Espresso ,Australia,,,,,
16229, La Vue Waterfront Restaurant ,Australia,,,,,
16230, Aces Shisha Bar And Restaurant ,Australia,,,,,
16231, Sunny Doll Chinese Cruise ,Australia,,,,,
16232, Katsu Sando ,Australia,,,,,
16233, Smooth Life ,Australia,,,,,
16234, Biang Biang Fresh Noodle - Toowong ,Australia,,,,,
16235, Jee’s Burger & Chicken - Margaret St ,Australia,,,,,
16236, Coffee Cherry Cafe ,Australia,,,,,
16237, Ciao Papi ,Australia,,,,,
16238, Wushiland Boba- Brisbane City ,Australia,,,,,
16239, El Camino - South Bank ,Australia,,,,,
16240, Virk Cafe ,Australia,,,,,
16241, Deliver My Seafood - Woolloongabba ,Australia,,,,,
16242, Sushi Dream ,Australia,,,,,
16243, Brumby's Bakery - Mount Gravatt ,Australia,,,,,
16244, Next Door Kitchen Bar ,Australia,,,,,
16245, Hooked On You ,Australia,,,,,
16246, SnakShak ,Australia,,,,,
16247, Spanish Street Kitchen by Sassafras ,Australia,,,,,
16248, Beanz and Greenz ,Australia,,,,,
16249, Pata Negra - Spanish Tapas Bar ,Australia,,,,,
16250, Transcendence Tiger Cafe ,Australia,,,,,
16251, Cafe Wisteria ,Australia,,,,,
16252, Turco Takeaway House ,Australia,,,,,
16253, Hana Sushi - South Brisbane ,Australia,,,,,
16254, Shady Palms Cafe & Bar ,Australia,,,,,
16255, Soo Delhi - Stones Corner ,Australia,,,,,
16256, The Bungalow Brisbane ,Australia,,,,,
16257, Sandwiche Box - Coorparoo ,Australia,,,,,
16258, Uh Oh Bottle-O & Wine Bar ,Australia,,,,,
16259, Go-En Japanese Express - Coorparoo ,Australia,,,,,
16260, Fried Chicken by Red Rooster - Queens Plaza FC ,Australia,,,,,
16261, Little Italy - By Verve ,Australia,,,,,
16262, Naim Restaurant ,Australia,,,,,
16263, Arrivederci Pizzeria ,Australia,,,,,
16264, Ben & Jerry's + Magnum Store - Tingalpa ,Australia,,,,,
16265, Ben & Jerry's + Magnum Store - Tarragindi ,Australia,,,,,
16266, Ben & Jerry's + Magnum Store - Clayfield ,Australia,,,,,
16267, Ben & Jerry's + Magnum Store - Norman Park ,Australia,,,,,
16268, Ben & Jerry's + Magnum Store - Windsor (QLD) ,Australia,,,,,
16269, Ben & Jerry's + Magnum Store - Holland Park ,Australia,,,,,
16270, Ben & Jerry's + Magnum Store - Coorparoo ,Australia,,,,,
16271, Ben & Jerry's + Magnum - Cannon Hill ,Australia,,,,,
16272, IGA Xpress - Spring Hill ,Australia,,,,,
16273, Baskin Robbins - Paddington ,Australia,,,,,
16274, La Dolce Vita Ristorante ,Australia,,,,,
16275, Melt Brothers - Myer Centre ,Australia,,,,,
16276, Guzman y Gomez - GYG - Windsor Homezone ,Australia,,,,,
16277, Guzman y Gomez - GYG - Wintergarden ,Australia,,,,,
16278, Guzman y Gomez - GYG - Fortitude Valley ,Australia,,,,,
16279, Burrito Bar - Rosalie ,Australia,,,,,
16280, Smokin Burgers n' Ribs - Coorparoo ,Australia,,,,,
16281, Smokin Burgers n' Ribs - Rosalie ,Australia,,,,,
16282, Burger Project - Bowen Hills ,Australia,,,,,
16283, Zoom Convenience ,Australia,0,0.6534,50,35,3.82
16284, Hungry Jack's - William Street ,Australia,0,1.9734,586,35,3.66
16285, McDonald's - Jolimont ,Australia,0,1.9734,841,35,3.78
16286, Kangoz Kebab & Burger ,Australia,0,0.6534,4,35,3.92
16287, KFC - South Perth ,Australia,0,5.907,1018,35,3.9
16288, Guzman y Gomez - GYG - Leederville ,Australia,0,1.9734,761,35,4.23
16289, Drunk Elephant Bar & Bistro ,Australia,0,0.6534,410,35,5.13
16290, Anytime Deli ,Australia,0,0.3234,1,35,2
16291, Vinyl Cafe ,Australia,0,0.6534,894,35,3.99
16292, Hungry Jack's - Claremont ,Australia,0,1.9734,1,35,5.33
16293, Patty Whack Burger Shack ,Australia,0,0.6534,2028,35,4.82
16294, Parklane Chinese Restaurant ,Australia,16.5,5.214,1,45,2.33
16295, Chimek - Myaree ,Australia,0,0.6534,1,35,2
16296, Supremo Kebabs ,Australia,0,0.6534,748,20,5.19
16297, Skewers on Charcoal ,Australia,0,0.6534,308,35,4.18
16298, Wealthy Thai Cuisine ,Australia,0,0.3234,284,35,5.08
16299, Kangoz Pizza ,Australia,0,0.6534,277,35,4.17
16300, Cafe Journey ,Australia,0,0.6534,130,35,4.36
16301, Grill'd - Applecross ,Australia,0,1.3134,29,35,4.39
16302, Indian Masala House ,Australia,0,0.6534,426,35,4.41
16303, Mr. Bun - Perth ,Australia,0,0.6534,76,35,4.68
16304, Red Basil Thai Cuisine ,Australia,0,0.6534,28,35,5.08
16305, Tuarthill Mini Mart Dessert ,Australia,0,0.6534,5,35,5.67
16306, Chicken Treat - Applecross ,Australia,0,0.6534,12,35,3.5
16307, Yes Lemon ,Australia,0,0.6534,31,35,3.2
16308, Nando's - Karawara ,Australia,0,0.6534,1,35,6
16309, Get Ya Fix ,Australia,0,1.3134,4,35,5.75
16310, Heybro - South Perth ,Australia,0,0.6534,5,35,5.93
16311, 2 Fat Indians ,Australia,0,0.3234,31,35,5
16312, Teri Teri Cuisine - Claremont ,Australia,0,0.6534,176,35,4.2
16313, Ciao Amore Cafe & Restaurant ,Australia,0,0.6534,123,35,4.99
16314, Sprolo ,Australia,0,0.3234,43,35,5.02
16315, Wanpo Tea Shop ,Australia,0,0.6534,15,35,5.18
16316, Portafilter Coffee - Menora ,Australia,0,0.6534,80,35,4.75
16317, Tuart Hill Mini Mart ,Australia,0,0.6534,152,35,4.42
16318, Perth Smashed Burger Company ,Australia,0,0.6534,4,35,2.83
16319, Couchfood - Carlisle - Powered by BP ,Australia,0,0.6534,51,35,4.76
16320, Burger Village ,Australia,0,0.6534,1,35,6
16321, That Green Cafe - Mt Lawley ,Australia,0,0.6534,5,35,3.2
16322, Chatime - Waterford Plaza ,Australia,0,0.6534,4,35,4.25
16323, Continental Vietnamese Kitchen ,Australia,0,0.3234,9,35,5.33
16324, Red Rooster - South Perth ,Australia,0,0.6534,331,35,4.56
16325, Maylands Fork N Good Fish And Chips ,Australia,0,0.6534,40,35,3.98
16326, Jesters - Karawara ,Australia,0,0.6534,157,35,4.37
16327, Uduna - Vic Park ,Australia,0,0.6534,2,35,4.67
16328, Zambrero - Waterford ,Australia,0,1.3134,5,35,5.8
16329, Wokinabox - Burswood ,Australia,0,0.6534,77,35,4.89
16330, Boost Juice - Perth Train Station ,Australia,0,0.6534,204,35,4.95
16331, Subway - Maylands ,Australia,0,1.9734,76,35,4.7
16332, Ankara Seafood Special ,Australia,0,0.6534,4,35,2.25
16333, Peoples Inn Dumpling House ,Australia,0,0.6534,2,35,1
16334, The Coffee Club - Watertown ,Australia,0,1.3134,463,35,4.64
16335, Chicken Lab ,Australia,0,0.6534,14,35,3.31
16336, Oporto - South Perth ,Australia,0,0.6534,25,35,4.25
16337, Mela Indian Sweets & Eats ,Australia,0,0.3234,1,35,1.33
16338, Bawarchi Biryani House ,Australia,0,0.6534,7,35,4.76
16339, 9 Hutton Street Lunch and Cafe ,Australia,0,0.6534,265,35,5.27
16340," Sweet Devils Coffee, Icecream Dessert and Brunch ",Australia,0,0.6534,412,35,4.81
16341, Shenton Kebab Turkish Bakery ,Australia,0,0.6534,5,35,4.73
16342, Hermanos En Cantina ,Australia,0,0.6534,162,35,4.94
16343, Secret Garden Cafe & Patisserie ,Australia,0,0.3234,3,35,5.22
16344, Bollywood Spices Indian Cuisine ,Australia,0,0.6534,4,35,3
16345, Express Kebabs ,Australia,0,0.6534,10,35,3.87
16346, Osaka Sushi ,Australia,0,0.6534,1,35,1
16347, Pie Face - Osborne Park ,Australia,0,0.6534,2,35,3.84
16348, Kagura Sushi House ,Australia,0,0.6534,2,35,5.84
16349, Chik 'N Kebabs - Perth ,Australia,0,0.6534,7,35,4.9
16350, Pescado Seafoods - Rivervale ,Australia,0,0.6534,42,35,3.86
16351, Punjabi Chulha Sweet and Curry House ,Australia,0,0.6534,23,35,4.75
16352, Yummy House Chinese Restaurant ,Australia,0,0.3234,18,35,5.04
16353, Ekiben Japanese ,Australia,0,0.6534,24,35,5.32
16354, Pachi Pachi Modern Asian Cafe ,Australia,0,0.6534,2,35,1.84
16355, Mirchi Masala Authentic Indian Restaurant ,Australia,0,0.6534,1,35,4.33
16356, Kinky Lizard On Mews ,Australia,0,0.6534,49,35,4.87
16357, Taste Of Thailand ,Australia,0,1.3134,60,35,4.55
16358, Quickstop by UP - Mt Lawley ,Australia,0,0.6534,122,35,4.14
16359, Red Chilli Sichuan Restaurant - Northbridge ,Australia,0,0.6534,47,20,3.82
16360, Caffissimo - Floreat ,Australia,0,0.6534,22,35,4.55
16361, Est. Home of Torung Market - Perth ,Australia,0,0.6534,5,35,3.93
16362, Noble House Chinese Cuisine ,Australia,0,0.6534,195,35,5.23
16363, Varsity - Waterford ,Australia,0,1.3134,28,35,4.82
16364, Taro Taro ,Australia,0,0.6534,129,35,4.72
16365, Haji Indian Restaurant ,Australia,0,0.6534,21,35,4.24
16366, Cafe 643 ,Australia,0,0.6534,33,35,5.22
16367, Latasha's Kitchen ,Australia,0,0.6534,45,35,4.81
16368, IGA Superstore - Northbridge ,Australia,0,0.6534,16,35,4.5
16369, Night Food Junction ,Australia,0,0.6534,36,35,5.07
16370, Utopia Bubble Tea - North Perth ,Australia,0,0.6534,228,35,4.43
16371, Noodlers Noodle Bar - Como ,Australia,0,0.6534,50,35,4.11
16372, Oishii Japanese Food ,Australia,0,0.6534,39,35,4.9
16373, Pizza Hut - Perth ,Australia,0,0.6534,545,35,4.68
16374, Efes Kebabs ,Australia,0,0.6534,158,35,4.29
16375, De Honey Satay ,Australia,0,0.6534,42,35,5.1
16376, Miyavi Japanese Food ,Australia,0,0.6534,13,35,3.05
16377, Hardy’s Cafe & Grill ,Australia,0,0.6534,219,35,4.5
16378, 7 Spices ,Australia,0,0.6534,29,35,4.53
16379, C15 Espresso - Applecross ,Australia,0,0.3234,14,35,4.45
16380, Bilbys Chargrilled Burgers ,Australia,0,0.6534,42,35,4.67
16381, Thuggs Fried Chicken and Waffles ,Australia,0,0.6534,16,35,5.06
16382, Mister Pizza - Perth South ,Australia,11.22,2.97,9,35,4.48
16383, Ono Poke ,Australia,0,0.6534,4,35,4.5
16384, Baskin Robbins - Subiaco ,Australia,0,0.6534,17,35,5.1
16385, Dosa Plaza - Stirling ,Australia,0,0.6534,96,35,5.21
16386, Nakorn Thai Restaurant ,Australia,0,0.6534,8,35,4.42
16387, Nene Chicken - Northbridge ,Australia,0,1.3134,183,35,4.73
16388, Ankara Kebabs ,Australia,0,0.6534,97,35,4.89
16389, Melting Pot Cafe ,Australia,0,0.6534,59,35,4.72
16390, Paste Thai ,Australia,0,0.3234,24,35,5.82
16391, Jus Burgers Leederville ,Australia,0,0.6534,14,35,3.74
16392, Broadway Seafoods ,Australia,0,0.6534,2,35,3.67
16393, Betty's Burgers - Forrest Chase ,Australia,0,1.3134,19,35,5.25
16394, Sara's Rice Noodles ,Australia,0,0.6534,15,35,4.87
16395, San Churro - Leederville ,Australia,0,0.6534,89,35,3.93
16396, Pepper Lunch Perth CBD ,Australia,0,0.6534,68,35,4.6
16397, Muffin Break - Flinders Square ,Australia,9.9,1.3134,63,35,4.87
16398, 1982 Food & Coffee - Subiaco ,Australia,0,0.6534,16,35,4.48
16399, Dumpling Palace in Cambridge Forum ,Australia,0,0.6534,13,35,2.36
16400, Presotea - Barrack ST ,Australia,0,0.6534,105,35,4.98
16401, Mississippi Wing Co - Subiaco ,Australia,0,0.6534,1,35,5.67
16402, Maharaja Indian Bistro ,Australia,0,1.3134,16,35,5.29
16403, Han Palace ,Australia,0,0.6534,39,35,4.2
16404, MARS BBQ BAR & GRILL ,Australia,0,0.6534,22,35,4.86
16405, Kaze Bento Japanese ,Australia,0,0.3234,12,35,4.08
16406, Curry Munchers ,Australia,0,0.6534,1,35,5
16407, Mount Hawthorn Fish and Chips ,Australia,0,0.6534,7,35,4.67
16408, Corica Pastries ,Australia,0,0.6534,35,35,4.8
16409, Tommy Sugo - Nedlands ,Australia,0,0.6534,20,35,3.7
16410, 9 Hutton Street Fried Chicken and Burger ,Australia,0,0.6534,15,35,4.51
16411, Mo Allendale ,Australia,0,0.6534,33,35,2.77
16412, Maeshinjo Japanese Restaurant ,Australia,0,1.3134,37,35,4.14
16413, Varsity - Nedlands ,Australia,0,1.3134,28,35,4.7
16414, Huxtaburger - Highgate ,Australia,0,0.6534,5,35,5.07
16415, Mastro Pizza ,Australia,0,0.6534,1,35,2.33
16416, Flavour Of Punjab ,Australia,0,0.3234,1,35,4
16417, Hangout on Hay ,Australia,0,0.6534,1,35,4.33
16418, Domino's - Nedlands ,Australia,9.9,3.267,61,35,4.18
16419, Bluewater Fish Bar ,Australia,0,0.3234,87,35,5.09
16420, Shimizu Cafe - Japanese Restaurant - Perth ,Australia,0,0.6534,35,35,4.68
16421, Ikhwan Cafe - Perth ,Australia,0,0.6534,19,35,4.04
16422, Fine Asian Kitchen ,Australia,0,0.6534,13,35,5.15
16423, Kagura Fish Market ,Australia,0,0.6534,21,35,4.86
16424, LanZhou China-Beef Noodle ,Australia,0,0.6534,371,35,5.08
16425, JuJu Grilled Chicken & Burgers ,Australia,0,0.6534,46,35,4.53
16426, Le Bakehouse - Leederville ,Australia,0,0.6534,32,35,5.3
16427, Fortune Five Chinese Seafood Restaurant ,Australia,0,0.6534,14,35,4.71
16428, Origin India ,Australia,0,0.6534,84,35,4.77
16429, Fried Chicken by Red Rooster - South Perth ,Australia,0,0.6534,7,35,3.67
16430, Oven Delights ,Australia,0,0.3234,60,35,4.7
16431, Desi Dhaba Restaurant ,Australia,0,0.6534,5,35,5.4
16432, Varsity - Northbridge ,Australia,0,1.3134,33,35,4.91
16433, Fortune Five Chinese Restaurant ,Australia,0,0.6534,47,35,4.74
16434, Teamorrow - Northbridge ,Australia,0,0.6534,5,35,3.07
16435, Ma Mooneys Kitchen ,Australia,0,1.3134,3,35,5.22
16436, Wanpo - Northbridge ,Australia,0,0.6534,12,35,5.14
16437, NAO Japanese Ramen ,Australia,0,0.6534,36,35,5.05
16438, Utopia Bubble Tea - UWA ,Australia,0,0.6534,7,35,4.19
16439, Li’l Ten's Cafe ,Australia,0,0.6534,36,35,5.04
16440, Mad Mex - Hay St ,Australia,0,1.3134,139,35,4.17
16441, Royal India Restaurant ,Australia,0,0.6534,31,35,4.87
16442, Pusey’s Puffs ,Australia,0,0.6534,44,35,3.97
16443, Thai Coffee House & Salad Bar ,Australia,0,0.6534,5,35,5.67
16444, Thai Thyme - Raine Square ,Australia,0,0.3234,29,35,4.34
16445, Mellow Coffee ,Australia,0,1.3134,1,35,1
16446, Hangout on Preston ,Australia,0,0.6534,17,35,5.49
16447, China Court Chinese Restaurant ,Australia,0,0.3234,89,35,4.3
16448, Roll'd - Cloisters ,Australia,0,1.3134,11,35,4.21
16449, Seoul Delish ,Australia,0,0.6534,194,35,4.66
16450, Hungry Burgers ,Australia,19.8,1.9734,6,35,5.22
16451, Sushi Hub - William Street ,Australia,0,1.3134,8,35,4.63
16452, Breve's Cafe & Bar ,Australia,0,0.6534,3,35,3.67
16453, Golden Spice Indian Cuisine ,Australia,0,0.6534,6,35,3.78
16454, Bootoo ,Australia,0,1.3134,10,35,4.5
16455, Mikasa Japanese Cafe ,Australia,0,0.6534,6,35,3.72
16456, Summit Cafe and Restaurant ,Australia,0,0.3234,9,35,3.89
16457, Lucky Cat Asian Kitchen ,Australia,0,0.6534,14,35,4.98
16458, Kebab N Gyro Grill ,Australia,19.8,3.2934,4,35,4.67
16459, Teri Teri - Apple Cross ,Australia,0,0.6534,15,35,4.71
16460, Tim's Thai ,Australia,0,0.6534,16,35,4.96
16461, Kinky Lizard - CBD ,Australia,0,0.6534,42,35,4.94
16462, Alt ,Australia,0,0.6534,8,45,5.88
16463, Ribs & Burgers - Perth ,Australia,0,1.3134,15,35,4.49
16464, Bhutan Cuisine ,Australia,0,0.6534,11,35,4.76
16465, Crust Pizza - Claremont ,Australia,26.4,,44,35,4.59
16466, Hokkaido Baked Cheese Tart - Perth City ,Australia,0,0.6534,15,35,4.02
16467, Bilbys Chargrilled Burgers Fish and Chips ,Australia,0,0.3234,25,35,4.08
16468, Graylands Deli ,Australia,0,0.6534,12,35,4.14
16469, Ankara Burgers ,Australia,0,0.6534,20,35,4.3
16470, Blini Pancake Cafe ,Australia,0,0.3234,6,35,5.22
16471, The Proper Indian ,Australia,0,0.3234,53,35,5.01
16472, Petra Restaurant ,Australia,0,0.6534,332,35,4.99
16473, Mondo Fresco - North Perth ,Australia,0,0.6534,1,35,6
16474, Hero's Healthy Pizza ,Australia,0,0.6534,8,35,4.79
16475, Namaste India ,Australia,0,0.6534,9,20,4.63
16476, Aldente The Parmi ,Australia,0,0.6534,27,50,4.38
16477, The Glassy Junction ,Australia,0,0.6534,68,35,4.56
16478, Hakata Gensuke Chicken Soup Ramen ,Australia,0,0.6534,7,35,4.57
16479, Panjtara ,Australia,0,0.6534,42,35,4.39
16480, Glendalough Gourmet Fish & Chips ,Australia,0,0.6534,23,35,4.42
16481, Mari Mari Malaysian Cuisine ,Australia,0,0.6534,8,35,5.29
16482, Presotea - Leederville ,Australia,0,1.3134,13,35,4.72
16483, Pescado Seafoods - Floreat ,Australia,0,0.6534,10,35,3.2
16484, Caffe Amaretto ,Australia,0,0.6534,7,35,3.81
16485, Ha-Lu Japanese Tapas Restaurant ,Australia,0,0.6534,12,35,3.56
16486, Hey! I am Yogost - Perth ,Australia,0,0.6534,24,35,3.53
16487, Karina Ramen Ya ,Australia,0,1.3134,47,35,4.48
16488, Spirals Cinnamon ,Australia,0,0.6534,2,35,6
16489, Milktooth Coffee Dealers ,Australia,0,0.6534,14,35,4.36
16490, Bosu Sushii - Subiaco ,Australia,0,0.3234,12,35,4.97
16491, Chimek - Northbridge ,Australia,0,0.6534,2,35,6
16492, Barrelhouse Saloon ,Australia,0,0.6534,36,55,3.68
16493, Bespoke By Barista HQ ,Australia,0,0.6534,20,35,4.6
16494, Chaffic - Claremont ,Australia,0,1.3134,13,35,4.92
16495, Makan2 Cafe ,Australia,0,0.6534,23,35,5.43
16496, Vegorama Indian Restaurant ,Australia,19.8,9.9,14,35,4.1
16497, Wildgreens Co. ,Australia,0,0.6534,54,35,5.41
16498, Caffissimo - Cottesloe ,Australia,0,0.6534,2,35,4.67
16499, Jesters Pie - Tuart Hill ,Australia,0,0.6534,288,35,2.74
16500, Papa Bello's Gourmet Pizza ,Australia,0,0.6534,36,35,4.42
16501, Krispy Kreme - Hay Street ,Australia,0,0.6534,17,35,4.76
16502, Pepper Lunch - Vic Park ,Australia,0,0.6534,3,35,2.89
16503, Ben & Jerry’s - Northbridge ,Australia,0,0.6534,1,35,1.67
16504, Chaffic ,Australia,0,0.6534,3,35,4.89
16505, Presotea - Nedlands ,Australia,0,1.3134,2,35,4.84
16506, Tutti Frutti Frozen Yogurt ,Australia,0,0.6534,1,35,3
16507, Mediterranean Taste ,Australia,0,0.6534,1,35,1
16508, Salt Indian Restaurant ,Australia,0,0.6534,27,20,4.35
